experiment,study_title,type,authors,journal
protein-floor-high-protein-intake,"A high-protein total diet replacement alters the regulation of food intake and energy homeostasis in healthy, normal-weight adults",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,A prospective study of dietary calcium and other nutrients and the risk of symptomatic kidney stones,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,"A prospective study on total protein, plant protein and animal protein in relation to the risk of incident chronic kidney disease",OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,A protein-supplemented very-low-calorie diet does not mitigate reductions in lean mass and resting metabolic rate in subjects with overweight or obesity: a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,A randomized 3-way crossover study indicates that high-protein feeding induces de novo lipogenesis in healthy humans,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,A randomized trial of low-animal-protein or high-fiber diets for secondary prevention of calcium nephrolithiasis,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,A systematic review of dietary protein during caloric restriction in resistance trained lean athletes: a case for higher intakes,REV,Health Commons,Review
protein-floor-high-protein-intake,An increase in dietary protein improves the blood glucose response in persons with type 2 diabetes,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Appetite regulatory hormone responses to various dietary proteins differ by body mass index status despite similar reductions in ad libitum energy intake,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Appetite Suppression and Altered Food Preferences Coincide with Changes in Appetite-Mediating Hormones During Energy Deficit at High Altitude, But Are Not Affected by Protein Intake",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Assessment of protein requirement in octogenarian women with use of the indicator amino acid oxidation technique,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Association of Animal and Plant Protein Intake With All-Cause and Cause-Specific Mortality,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Can soy intake affect serum uric acid level? Pooled analysis from two 6-month randomized controlled trials among Chinese postmenopausal women with prediabetes or prehypertension,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Comparison of 2 weight-loss diets of different protein content on bone health: a randomized trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Comparison of effects of weight loss from a high-protein versus standard-protein energy-restricted diet on strength and aerobic capacity in overweight and obese men,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Comparison of Two Diets for the Prevention of Recurrent Stones in Idiopathic Hypercalciuria,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Daytime pattern of post-exercise protein intake affects whole-body protein turnover in resistance-trained males,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary factors and the risk of incident kidney stones in men: new insights after 14 years of follow-up,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary intake of plant- and animal-derived protein and incident cardiovascular disease: EPIC-CVD case-cohort study,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary plant-to-animal protein ratio and risk of cardiovascular disease in 3 prospective cohorts,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary protein and energy balance in relation to obesity and co-morbidities,REV,Health Commons,Review
protein-floor-high-protein-intake,Dietary protein and exercise have additive effects on body composition during weight loss in adult women,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Dietary protein and weight reduction: a statement for healthcare professionals from the Nutrition Committee of the Council on Nutrition, Physical Activity, and Metabolism of the American Heart Association",GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Dietary protein for athletes: from requirements to optimum adaptation,REV,Health Commons,Review
protein-floor-high-protein-intake,Dietary Protein for Training Adaptation and Body Composition Manipulation in Track and Field Athletes,REV,Health Commons,Review
protein-floor-high-protein-intake,Dietary protein intake and change in estimated GFR in the Cardiovascular Health Study,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,"Dietary protein intake is associated with lean mass change in older, community-dwelling adults: the Health, Aging, and Body Composition Study",OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary Protein Requirement of Female Adults >65 Years Determined by the Indicator Amino Acid Oxidation Technique Is Higher Than Current Recommendations,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary Protein Requirement of Men >65 Years Old Determined by the Indicator Amino Acid Oxidation Technique Is Higher than the Current Estimated Average Requirement,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary protein requirements of older adults with sarcopenia determined by the indicator amino acid oxidation technology,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,"Dietary protein, weight loss, and weight maintenance",REV,Health Commons,Review
protein-floor-high-protein-intake,"Dietary Reference Intakes for Energy, Carbohydrate, Fiber, Fat, Fatty Acids, Cholesterol, Protein, and Amino Acids",GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Dietary strategies for weight loss maintenance,REV,Health Commons,Review
protein-floor-high-protein-intake,"DiOGenes: Diet, Obesity and Genes Study",SRC,Health Commons,Web Page
protein-floor-high-protein-intake,Effect of a High Protein Diet on Weight Loss in Adults With Obesity,SRC,Health Commons,Web Page
protein-floor-high-protein-intake,Effect of a high-protein breakfast on the postprandial ghrelin response,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of a high-protein, low-carbohydrate diet on blood glucose control in people with type 2 diabetes",SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of a hypocaloric diet, increased protein intake and resistance training on lean mass gains and fat mass loss in overweight police officers",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effect of breakfast protein intake on muscle mass and strength in adults: a scoping review,REV,Health Commons,Review
protein-floor-high-protein-intake,Effect of dietary protein intake on energy expenditure and metabolic health in healthy participants: a randomized clinical trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of different protein diets on weight loss, inflammatory markers, and cardiometabolic risk factors in obese women",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effect of High Protein Weight Loss for Seniors,RCT,Health Commons,Web Page
protein-floor-high-protein-intake,Effect of lean red meat combined with a multicomponent exercise program on muscle and cognitive function in older adults: a 6-month randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effect of personalized dietary advice to increase protein intake on food consumption and environmental impact in older adults with low habitual protein intake: secondary analysis of the PROMISS trial,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of Protein Intake on Strength, Body Composition and Endocrine Changes in Strength/Power Athletes",OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Effect of Protein Intake on Visceral Abdominal Fat and Metabolic Biomarkers in Older Men With Functional Limitations: Results From a Randomized Clinical Trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effectiveness of personalised dietary advice aiming at increasing protein intake on food consumption and physical functioning in community-dwelling older adults with lower habitual protein intake: rationale and design of the PROMISS randomised controlled trial,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Effectiveness of Protein Supplementation Combined with Resistance Training on Muscle Strength and Physical Performance in Elderly: A Systematic Review and Meta-Analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,"Effects of 8 Weeks of Resistance Training Combined with a High-Protein Diet and Omega-3 Supplementation on Body Composition, Muscular Performance, and Muscle-Related Biomarkers in Overweight Women",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of a carbohydrate-reduced high-protein diet delivered through meal kits and an automated eHealth solution on health outcomes in women with type 2 diabetes: protocol for a randomised controlled trial,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of a High-Protein Diet Including Whole Eggs on Muscle Composition and Indices of Cardiometabolic Health and Systemic Inflammation in Older Adults with Overweight or Obesity: A Randomized Controlled Trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effects of a high-protein ketogenic diet on hunger, appetite, and weight loss in obese men feeding ad libitum",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of a self-prepared carbohydrate-reduced high-protein diet on cardiovascular disease risk markers in patients with type 2 diabetes,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of additional protein intake on lean body mass in patients with morbid obesity during a 12-week formula-based diet and multimodal treatment,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effects of Dietary Protein and Fiber at Breakfast on Appetite, Ad Libitum Energy Intake at Lunch, and Neural Responses to Visual Food Stimuli in Overweight Adults",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of high-protein diet combined with exercise to counteract frailty in pre-frail and frail community-dwelling older adults: study protocol for a three-arm randomized controlled trial,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of Low-Fat Diets Differing in Protein and Carbohydrate Content on Cardiometabolic Risk Factors during Weight Loss and Weight Maintenance in Obese Adults with Type 2 Diabetes,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of Protein Intake at Twice the Recommended Dietary Allowance on Circulating Trimethylamine N-oxide Concentrations in Older Men: A Randomized Controlled Trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of Supplemental Energy on Protein Balance during 4-d Arctic Military Training,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of the daily consumption of protein enriched bread and protein enriched drinking yoghurt on the total protein intake in older adults in a rehabilitation centre: A single blind randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of Varying Protein Amounts and Types on Diet-Induced Thermogenesis: A Systematic Review and Meta-Analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,"Energy intake, ghrelin, and cholecystokinin after different carbohydrate and protein preloads in overweight men",INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Examining heterogeneity in elderly consumers’ acceptance of carriers for protein-enriched food: A segmentation study,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Food-First Approach to Enhance the Regulation of Post-exercise Skeletal Muscle Protein Synthesis and Remodeling,REV,Health Commons,Review
protein-floor-high-protein-intake,Gastro-intestinal tolerance and renal safety of protein oral nutritional supplements in nursing home residents: A randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,High protein diets do not attenuate decrements in testosterone and IGF-I during energy deficit,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,High Protein Intake and Intense Exercise During Weight Loss,SRC,Health Commons,Web Page
protein-floor-high-protein-intake,High protein weight loss diets in obese subjects with type 2 diabetes mellitus,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,High-protein diet for patients with heart failure: feasibility and quality of life effects,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,High-protein diets for weight management: Interactions with the intestinal microbiota and consequences for gut health. A position paper by the My New Gut study group,REV,Health Commons,Review
protein-floor-high-protein-intake,High-Protein Total Diet Replacement and Energy Metabolism in Men,SRC,Health Commons,Web Page
protein-floor-high-protein-intake,High-Protein Total Diet Replacement and Energy Metabolism in Women,SRC,Health Commons,Web Page
protein-floor-high-protein-intake,High-protein vs. standard-protein diets in overweight and obese patients with heart failure and diabetes mellitus: findings of the Pro-HEART trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"High-protein, reduced-carbohydrate weight-loss diets promote metabolite profiles likely to be detrimental to colonic health",SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Higher-protein diets improve indexes of sleep in energy-restricted overweight and obese adults: results from 2 randomized controlled trials,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,How much protein can the body use in a single meal for muscle-building? Implications for daily protein distribution,REV,Health Commons,Review
protein-floor-high-protein-intake,Hypoenergetic diet-induced reductions in myofibrillar protein synthesis are restored with resistance training and balanced daily protein ingestion in older men,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,Impact of increased protein intake in older adults: a 12-week double-blind randomised controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Impact of protein pulse feeding on lean mass in malnourished and at-risk hospitalized elderly patients: a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Ingested protein dose response of muscle and albumin protein synthesis after resistance exercise in young men,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,"Intake of purine-rich foods, protein, and dairy products and relationship to serum levels of uric acid: the Third National Health and Nutrition Examination Survey",OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Intermittent fasting and protein pacing are superior to caloric restriction for weight and visceral fat loss,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,International Society of Sports Nutrition position stand: protein and exercise,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Isocaloric Diets High in Animal or Plant Protein Reduce Liver Fat and Inflammation in Individuals With Type 2 Diabetes,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Long-term effects of a high-protein weight-loss diet,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Long-Term Effects of a Very Low Carbohydrate Compared With a High Carbohydrate Diet on Renal Function in Individuals With Type 2 Diabetes: A Randomized Trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Low awareness of community-dwelling older adults on the importance of dietary protein: new insights from four qualitative studies,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Myofibrillar muscle protein synthesis rates subsequent to a meal in response to increasing doses of whey protein at rest and after resistance exercise,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,No effects of high- v. low-protein breakfast on body composition and cardiometabolic health in young women with overweight: the NewStart randomised trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Normal vs. high-protein weight loss diets in men: effects on body composition and indices of metabolic syndrome,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Nutrition and Athletic Performance,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Old Question Revisited: Are High-Protein Diets Safe in Pregnancy?,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,Older Adults' Knowledge and Perceptions of Whole Foods High in Protein: A Pilot Study,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein and Exercise to Counteract Frailty in Older Adults,SRC,Health Commons,Web Page
protein-floor-high-protein-intake,Protein Enrichment of Familiar Foods as an Innovative Strategy to Increase Protein Intake in Institutionalized Elderly,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein feeding pattern does not affect protein retention in young women,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Protein Intake Distribution: Beneficial, Detrimental, or Inconsequential for Muscle Anabolism? Response to Witard & Mettler",REV,Health Commons,Review
protein-floor-high-protein-intake,Protein intake during energy restriction: effects on body composition and markers of metabolic and cardiovascular health in postmenopausal women,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein Intake to Maximize Whole-Body Anabolism during Postexercise Recovery in Resistance-Trained Men with High Habitual Intakes is Severalfold Greater than the Current Recommended Dietary Allowance,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein leverage affects energy intake of high-protein diets in humans,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein leverage effects of beef protein on energy intake in humans,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein Recommendations for Weight Loss in Elite Athletes: A Focus on Body Composition and Performance,REV,Health Commons,Review
protein-floor-high-protein-intake,Protein Requirements of Elderly Chinese Adults Are Higher than Current Recommendations,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein Source and Quality for Skeletal Muscle Anabolism in Young and Older Adults: A Systematic Review and Meta-Analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,Protein Supplementation at Breakfast and Lunch for 24 Weeks beyond Habitual Intakes Increases Whole-Body Lean Tissue Mass in Healthy Older Adults,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Protein supplementation improves muscle mass and physical performance in undernourished prefrail and frail elderly subjects: a randomized, double-blind, placebo-controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Protein supplementation improves physical performance in frail elderly people: a randomized, double-blind, placebo-controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein to Maximize Whole-Body Anabolism in Resistance-trained Females after Exercise,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein-enriched familiar foods and drinks improve protein intake of hospitalized older patients: A randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein-enriched regular products and their effect on protein intake in acute hospitalized older adults; a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein-Pacing and Multi-Component Exercise Training Improves Physical Performance Outcomes in Exercise-Trained Women: The PRISE 3 Study,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein-Pacing Caloric-Restriction Enhances Body Composition Similarly in Obese Men and Women during Weight Loss and Sustains Efficacy during Long-Term Weight Maintenance,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Protein, weight management, and satiety",REV,Health Commons,Review
protein-floor-high-protein-intake,"Purine-rich foods, dairy and protein intake, and the risk of gout in men",OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,"Randomized controlled trial of a low animal protein, high fiber diet in the prevention of recurrent calcium oxalate kidney stones",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Randomized Trial of a High Protein, Partial Meal Replacement Program with or without Alternate Day Fasting: Similar Effects on Weight Loss, Retention Status, Nutritional, Metabolic, and Behavioral Outcomes",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Recovery of Strength After Exercise-Induced Muscle Damage in Vegetarians Consuming the Upper and Lower Ends of Protein Recommendations for Athletes,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Renal function following long-term weight loss in individuals with abdominal obesity on a very-low-carbohydrate diet vs high-carbohydrate diet,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Resistance training and dietary protein: effects on glucose tolerance and contents of skeletal muscle insulin signaling proteins in older persons,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Severe negative energy balance during 21 d at high altitude decreases fat-free mass regardless of dietary protein intake: a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Supplementation of Protein at Breakfast Rather Than at Dinner and Lunch Is Effective on Skeletal Muscle Mass in Older Adults,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,The anabolic response to protein ingestion during recovery from exercise has no upper limit in magnitude and duration in vivo in humans,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,The Effect of Dietary Advice Aimed at Increasing Protein Intake on Oral Health and Oral Microbiota in Older Adults: A Randomized Controlled Trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,The effect of protein timing on muscle strength and hypertrophy: a meta-analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,The effects of a high protein diet on indices of health and body composition: a crossover trial in resistance-trained men,INT,Health Commons,Journal Article
protein-floor-high-protein-intake,"The effects of a high-protein diet on markers of muscle damage following exercise in active older adults: A randomized, controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,The effects of a higher protein intake during energy restriction on changes in body composition and physical function in older women,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,The effects of consuming a high protein diet (4.4 g/kg/day) on body composition in resistance-trained individuals,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"The effects of high protein diets on thermogenesis, satiety and weight loss: a critical review",REV,Health Commons,Review
protein-floor-high-protein-intake,"The macronutrients, appetite, and energy intake",REV,Health Commons,Review
protein-floor-high-protein-intake,"The metabolic response of subjects with type 2 diabetes to a high-protein, weight-maintenance diet",SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,"The PREVIEW intervention study: results from a 3-year randomized 2 x 2 factorial multinational trial investigating high-protein, low-glycaemic index diet and physical activity for prevention of type 2 diabetes",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,The response of muscle protein synthesis following whole-body resistance exercise is greater following 40 g than 20 g of ingested whey protein,MECH,Health Commons,Journal Article
protein-floor-high-protein-intake,The role of higher protein diets in weight control and obesity-related comorbidities,REV,Health Commons,Review
protein-floor-high-protein-intake,The Role of Protein Intake and its Timing on Body Composition and Muscle Function in Healthy Adults: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,MA,Health Commons,Review
protein-floor-high-protein-intake,The role of protein intake distribution across meals in maintenance of physical performance and muscle strength in older adults: An exploratory study based on secondary data analysis of the PRevention Of Malnutrition In Senior Subjects in the EU (PROMISS) trial,SRC,Health Commons,Journal Article
protein-floor-high-protein-intake,Timed-daily ingestion of whey protein and exercise training reduces visceral adipose tissue mass and improves insulin resistance: the PRISE study,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Timing matters? The effects of two different timing of high protein diets on body composition, muscular performance, and biochemical markers in resistance-trained males",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Unprocessed red meat in the dietary treatment of obesity: a randomized controlled trial of beef supplementation during weight maintenance after successful weight loss,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,2016 updated EULAR evidence-based recommendations for the management of gout,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,2020 American College of Rheumatology Guideline for the Management of Gout,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,A moderate-protein diet produces sustained weight loss and long-term changes in body composition and blood lipids in obese adults,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,A Systematic Review of Renal Health in Healthy Individuals Associated with Protein Intake above the US Recommended Daily Allowance in Randomized Controlled Trials and Observational Studies,REV,Health Commons,Review
protein-floor-high-protein-intake,A Systematic Review of the Effects of Plant Compared with Animal Protein Sources on Features of Metabolic Syndrome,REV,Health Commons,Review
protein-floor-high-protein-intake,A TO Z Weight Loss Study,SRC,Health Commons,Web Page
protein-floor-high-protein-intake,Adverse Effects Associated with Protein Intake above the Recommended Dietary Allowance for Adults,REV,Health Commons,Review
protein-floor-high-protein-intake,Antenatal dietary education and supplementation to increase energy and protein intake,REV,Health Commons,Review
protein-floor-high-protein-intake,Association between dietary protein intake and risk of chronic kidney disease: a systematic review and dose-response meta-analysis of prospective cohort studies,MA,Health Commons,Review
protein-floor-high-protein-intake,Associations of Total Protein or Animal Protein Intake and Animal Protein Sources with Risk of Kidney Stones: A Systematic Review and Dose-Response Meta-Analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,Changes in Kidney Function Do Not Differ between Healthy Adults Consuming Higher- Compared with Lower- or Normal-Protein Diets: A Systematic Review and Meta-Analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,Comparison of high vs. normal/low protein diets on renal function in subjects without chronic kidney disease: a systematic review and meta-analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,"Comparison of the Atkins, Zone, Ornish, and LEARN diets for change in weight and related risk factors among overweight premenopausal women: the A TO Z Weight Loss Study: a randomized trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Comparison of weight-loss diets with different compositions of fat, protein, and carbohydrates",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Dietary protein intake and renal function,REV,Health Commons,Review
protein-floor-high-protein-intake,Diets with high or low protein content and glycemic index for weight-loss maintenance,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Do regular high protein diets have potential health risks on kidney function in athletes?,OBS,Health Commons,Journal Article
protein-floor-high-protein-intake,EASL Clinical Practice Guidelines on nutrition in chronic liver disease,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,EAU Guidelines on Urolithiasis,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Effect of a high-protein diet versus standard-protein diet on weight loss and biomarkers of metabolic syndrome: a randomized clinical trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of an energy-restricted, high-protein, low-fat diet relative to a conventional high-carbohydrate, low-fat diet on weight loss, body composition, nutritional status, and markers of cardiovascular health in obese women",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of high-protein diets on fat-free mass and muscle protein synthesis following weight loss: a randomized controlled trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effects of higher- versus lower-protein diets on health outcomes: a systematic review and meta-analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,Effects of protein intake and gender on body composition changes: a randomized clinical weight loss trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Energy and protein intake in pregnancy,REV,Health Commons,Review
protein-floor-high-protein-intake,Enhanced protein intake on maintaining muscle mass during weight loss interventions in adults with overweight or obesity: a systematic review and meta-analysis,MA,Health Commons,Review
protein-floor-high-protein-intake,ESPEN guideline on clinical nutrition in hospitalized patients with acute or chronic kidney disease,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,ESPEN guideline on clinical nutrition in liver disease,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Exercise Preserves Lean Mass and Performance during Severe Energy Deficit: The Role of Exercise Volume and Dietary Protein Content,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Gout: diagnosis and management. NICE guideline NG219,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Gut microbiome remodeling and metabolomic profile improves in response to protein pacing with intermittent fasting versus continuous caloric restriction,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Health effects of protein intake in healthy adults: a systematic literature review,REV,Health Commons,Review
protein-floor-high-protein-intake,"High-protein diets in hyperlipidemia: effect of wheat gluten on serum lipids, uric acid, and renal function",MA,Health Commons,Journal Article
protein-floor-high-protein-intake,High-protein supplementation during pregnancy,GUIDE,Health Commons,Web Page
protein-floor-high-protein-intake,Hypercalciuria associated with high dietary protein intake is not due to acid load,MA,Health Commons,Journal Article
protein-floor-high-protein-intake,Impact of a high-protein diet with and without strength training over 17 weeks on the plasma metabolome in older adults,MA,Health Commons,Journal Article
protein-floor-high-protein-intake,Impact of low-carbohydrate diet on renal function: a meta-analysis of over 1000 individuals from nine randomised controlled trials,MA,Health Commons,Review
protein-floor-high-protein-intake,"Impact of protein intake during weight loss on preservation of fat-free mass, resting energy expenditure, and physical function in overweight postmenopausal women: a randomized controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,KDIGO 2024 Clinical Practice Guideline for the Evaluation and Management of Chronic Kidney Disease,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,Long-Term Effects of High-Protein Diets on Renal Function,REV,Health Commons,Review
protein-floor-high-protein-intake,Medical Management of Kidney Stones: AUA Guideline,GUIDE,Health Commons,Guideline
protein-floor-high-protein-intake,"Moderate carbohydrate, moderate protein weight loss diet reduces cardiovascular disease risk compared to high carbohydrate, low protein diet in obese adults: a randomized clinical trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Protein intake and risk of urolithiasis and kidney diseases: an umbrella review of systematic reviews for the evidence-based guideline of the German Nutrition Society,REV,Health Commons,Review
protein-floor-high-protein-intake,Protein supplementation: the double-edged sword,REV,Health Commons,Review
protein-floor-high-protein-intake,Safety and efficacy of high-protein diets for weight loss,REV,Health Commons,Review
protein-floor-high-protein-intake,"The effect of high-protein, low-carbohydrate diets in the treatment of type 2 diabetes: a 12 month randomised controlled trial",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,The Effects of High-Protein Diets on Kidney Health and Longevity,REV,Health Commons,Review
protein-floor-high-protein-intake,The effects of increased protein intake on fullness: a meta-analysis and its limitations,MA,Health Commons,Review
protein-floor-high-protein-intake,A reduced ratio of dietary carbohydrate to protein improves body composition and blood lipid profiles during weight loss in adult women,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Farnsworth et al. 2003 high-protein energy-restricted diet, glycemic control, and lipid concentrations",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Effect of an energy-restricted, high-protein, low-fat diet relative to a conventional high-carbohydrate, low-fat diet on weight loss, body composition, nutritional status, and markers of cardiovascular health in obese women",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Effect of a high-protein diet versus standard-protein diet on weight loss and biomarkers of metabolic syndrome: a randomized clinical trial,RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,"Comparison of weight-loss diets with different compositions of fat, protein, and carbohydrates",RCT,Health Commons,Journal Article
protein-floor-high-protein-intake,Diets with high or low protein content and glycemic index for weight-loss maintenance,RCT,Health Commons,Journal Article
