id,kind,name,slug,seed_file,seed_line,image_count,first_image_url,audit_confidence,evidence_note,all_image_urls,removal_decision,triple_check_note
ST135,stretch,Piano Finger Taps,stretch-piano-finger-taps,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,636,5,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e73d6980-dc44-4c79-4735-2529af7ce100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e73d6980-dc44-4c79-4735-2529af7ce100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ea165b7c-ba5d-44eb-05a9-358252e70500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/68fc28ab-4e16-4004-b1d3-448b1d14d000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/45f0dcdb-28bb-4ee7-1c30-354d2c537a00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9d32c267-36bc-4030-b93e-64822c7eee00/public,remove,High-confidence visual match from audit.
ST144,stretch,Elbow CAR,stretch-elbow-car,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,645,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/362bd262-6c06-4956-d989-c23763b39000/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/362bd262-6c06-4956-d989-c23763b39000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/01ab4601-a3c4-4b65-698e-e1297c03b800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d44e91ae-f364-492f-10b0-406aec799200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f5df9aa3-38b8-4702-8fb0-9155cdceb500/public,remove,High-confidence visual match from audit.
ST156,stretch,Wrist Deviation Mobility,stretch-wrist-deviation-mobility,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,657,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/46db7dff-2a7e-4c67-f283-8d947cb71c00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/46db7dff-2a7e-4c67-f283-8d947cb71c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a3ca5234-daa0-4d72-bbdc-b17ea4d63c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a25ffe2e-c9e9-4ada-4173-c8317ce12b00/public,remove,High-confidence visual match from audit.
ST159,stretch,Seated Biceps Floor Stretch,stretch-seated-biceps-floor-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,660,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7728bac2-948b-49a1-23c8-5953c187f100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7728bac2-948b-49a1-23c8-5953c187f100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/be4e013d-d0c9-4c74-fb4d-b8024b722e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d899262e-1209-461d-a173-c3ca4d7e7900/public,remove,High-confidence visual match from audit.
ST170,stretch,Cat-Cow,stretch-cat-cow,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,671,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/889a5f43-1d35-4eae-a98e-7ae69e96a800/public,medium,"Likely same flat/vector family, but less visually definitive than the EX534 example; review before deletion.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/889a5f43-1d35-4eae-a98e-7ae69e96a800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/47b67d0b-af6a-4700-62ed-c0b912662c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7f90ecd5-5f6b-4ddf-5997-c1d5893e0300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8d1a1b7c-6780-4345-b5e6-bffb32ec5a00/public,keep,Triple-check full image set is not the same flat local-generator style; left in catalog.
ST172,stretch,Standing Cat-Cow,stretch-standing-cat-cow,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,673,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/96da509f-a10b-4a84-861c-e28b7b6ae000/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/96da509f-a10b-4a84-861c-e28b7b6ae000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/35013e8e-f1bf-46f0-7eb1-7a6a1d167500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/77a3bf43-6917-4723-0106-f626f850c200/public,remove,High-confidence visual match from audit.
ST182,stretch,Chair Spinal Twist,stretch-chair-spinal-twist,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,683,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9fe709b0-5e41-4a40-8e92-7bb880b4c900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9fe709b0-5e41-4a40-8e92-7bb880b4c900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c12995a4-a82c-44bf-9fbc-d08f3bc34000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/50661e8d-2b8d-4b6d-f8a7-1e8267e22a00/public,remove,High-confidence visual match from audit.
ST190,stretch,Sphinx Pose,stretch-sphinx-pose,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,691,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fe0b06d3-50cc-4991-4127-195af8e9d800/public,low,Borderline flat/vector row caught during visual audit; review manually before deleting.,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fe0b06d3-50cc-4991-4127-195af8e9d800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f8ed1d05-42c0-4292-a8f5-7fb8f0d1f100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ea257393-ea68-48d3-59da-504f461a7400/public,keep,Triple-check full image set is not the same flat local-generator style; left in catalog.
ST192,stretch,Baby Cobra,stretch-baby-cobra,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,693,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a92e30fa-d724-4faa-014b-6ff381ce4c00/public,low,Borderline flat/vector row caught during visual audit; review manually before deleting.,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a92e30fa-d724-4faa-014b-6ff381ce4c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b771879b-7df1-44f6-ddb9-7fff2a04b600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cd3d5121-befd-45d6-612f-4af7a7573b00/public,keep,Triple-check full image set is not the same flat local-generator style; left in catalog.
ST203,stretch,Tabletop Back Stretch,stretch-tabletop-back-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,704,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cb22d7d5-ace3-4039-140d-478fce518900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cb22d7d5-ace3-4039-140d-478fce518900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f92c61dc-1626-4a2b-9a6a-139fae7df100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ba97da72-b423-4843-9818-3a75bcbb1a00/public,remove,High-confidence visual match from audit.
ST208,stretch,Tail Wag,stretch-tail-wag,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,709,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6b678a89-40a5-4d18-c37b-8a53c4a89000/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6b678a89-40a5-4d18-c37b-8a53c4a89000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/26c4da11-d561-4ce2-ec38-6d98c2ecbb00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/21a5efec-6f87-4b34-104c-25cdebce2f00/public,remove,High-confidence visual match from audit.
ST215,stretch,Half-Kneeling Side Bend,stretch-half-kneeling-side-bend,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,716,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d712d550-f796-494e-4835-7dfcde973100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d712d550-f796-494e-4835-7dfcde973100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c90ff7e6-23d7-4da4-0e37-23eb63cfd900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/3da4b26b-4f25-467e-8a86-862bca10cc00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f173a0ba-f31a-424c-6fe3-d171331f9a00/public,remove,High-confidence visual match from audit.
ST217,stretch,Seated Windmill,stretch-seated-windmill,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,718,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/af1efdc7-8820-48de-fe10-0b58d4611700/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/af1efdc7-8820-48de-fe10-0b58d4611700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9b11a6a2-9dc3-4257-3378-518735689800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fe8ffadb-daec-421a-271c-1e10cf64ec00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2836a201-90de-4c76-0202-0a8961783200/public,remove,High-confidence visual match from audit.
ST242,stretch,Half-Kneeling Hip Flexor Stretch,stretch-half-kneeling-hip-flexor-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,743,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c1822ebd-925e-413f-54e4-effa43579e00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c1822ebd-925e-413f-54e4-effa43579e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/09b1aec5-e14c-4dac-b7d2-d90971223f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ea10fdaa-008b-45a7-a2c6-1eeb71a70b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/dc691693-dacc-4972-b365-a3cbca18d500/public,remove,High-confidence visual match from audit.
ST247,stretch,Lizard Stretch,stretch-lizard-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,748,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/28c040f0-6b77-4842-79a7-15f7a2086a00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/28c040f0-6b77-4842-79a7-15f7a2086a00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7b5273c5-26a8-4976-0904-9bc8947b8800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4180650d-435c-4e4a-501a-9b917bf04000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/67f22ec5-9e2c-411c-c8cd-79bffd9acc00/public,remove,High-confidence visual match from audit.
ST250,stretch,Figure-Four Stretch,stretch-figure-four-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,751,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/051830c7-ffe1-4a41-a45a-d129842db300/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/051830c7-ffe1-4a41-a45a-d129842db300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f1f13cc0-9b01-45ec-4772-8c5d39801c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/3973173a-8d8b-46d9-5f1d-12c4abc77b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c682552c-ed3f-493a-afac-ccb5c3ed0e00/public,remove,High-confidence visual match from audit.
ST260,stretch,Half Frog Stretch,stretch-half-frog-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,761,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7f506582-638c-445c-e948-7482a4178800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7f506582-638c-445c-e948-7482a4178800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fe1623e3-3793-495d-d0f9-a931e8167700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/294376ae-b1ee-49a8-8693-588fa5d70800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1e7fe05f-dd83-4678-485e-8ce49c14ce00/public,remove,High-confidence visual match from audit.
ST270,stretch,Cossack Stretch,stretch-cossack-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,771,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b4302953-6421-4318-e7b5-2cdfc5852600/public,medium,"Likely same flat/vector family, but less visually definitive than the EX534 example; review before deletion.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b4302953-6421-4318-e7b5-2cdfc5852600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/98df9d1c-362b-4dab-780f-60047197ca00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/99bb7224-ba10-4cc2-2050-44202b2def00/public,remove,Triple-check full image set still matches the flat local raster/SVG family.
ST288,stretch,Leg Swings Side-to-Side,stretch-leg-swings-side-to-side,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,789,5,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/945d3c18-4980-4cdc-7cb4-c562296aa400/public,medium,"Likely same flat/vector family, but less visually definitive than the EX534 example; review before deletion.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/945d3c18-4980-4cdc-7cb4-c562296aa400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/482b21d8-8424-4419-6d5e-3f5975e1cb00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0c28839b-c478-41dc-c61e-d4b0c796b300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7a66bef0-fbda-48af-2d5c-cd0a0a12b100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d4698e5c-44ee-4a39-33b9-4bf84b190e00/public,keep,Triple-check full image set is not the same flat local-generator style; left in catalog.
ST296,stretch,Hip Flexor Stretch with Posterior Tilt,stretch-hip-flexor-stretch-with-posterior-tilt,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,797,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7812ee84-5069-431c-e707-6606b1c22c00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7812ee84-5069-431c-e707-6606b1c22c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8003159c-108b-4700-9e65-31ec90a6f200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9ad1307b-e2d1-4bc1-b2a9-665927ea7000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7a1f61b4-3273-4bad-ccdb-4d1d5fcef900/public,remove,High-confidence visual match from audit.
ST305,stretch,Standing IT Band Wall Stretch,stretch-standing-it-band-wall-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,806,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/09f771e4-c1f8-4453-85ad-1af0b4090800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/09f771e4-c1f8-4453-85ad-1af0b4090800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/95aa571b-cb23-4b92-8ea3-e3c0f94a1000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5903e011-f7a3-4ea3-f369-d4f754c55400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9c79e568-2807-4dad-2b27-976f004a1300/public,remove,High-confidence visual match from audit.
ST310,stretch,Chair Pigeon Stretch,stretch-chair-pigeon-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,811,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/645f9c74-03fa-4600-1c4d-d062f9c3f300/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/645f9c74-03fa-4600-1c4d-d062f9c3f300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0cbfe56e-8beb-4f7b-8b3c-268dcab0bd00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c74d82ba-30aa-466b-5df5-2870421c6700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/37621610-d804-469f-235b-131cb43ac900/public,remove,High-confidence visual match from audit.
ST312,stretch,Supine Hip Internal Rotation,stretch-supine-hip-internal-rotation,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,813,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f0c1c861-ad4e-4690-2113-01ad69db4800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f0c1c861-ad4e-4690-2113-01ad69db4800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6ac0bc37-e95e-48ab-2ec1-7b0d23260900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d8529cd8-c7b5-4128-4006-c4ebaeda6000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f5230abe-98a4-450a-4a55-f1b0cbb08a00/public,remove,High-confidence visual match from audit.
ST329,stretch,Seated Hamstring Stretch,stretch-seated-hamstring-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,830,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/24896889-359c-4186-d4b2-b7cf394ab200/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/24896889-359c-4186-d4b2-b7cf394ab200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/933c23da-4652-494b-290b-34aa4f592c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e84fb9d-00ff-4969-f986-82c64a3e0100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/27932ef5-2fcf-4b9d-0613-764055387500/public,remove,High-confidence visual match from audit.
ST342,stretch,Rag Doll Hamstring Stretch,stretch-rag-doll-hamstring-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,843,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ef42e995-5a82-4f29-e804-3240ec2b3f00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ef42e995-5a82-4f29-e804-3240ec2b3f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d69b5d15-e13e-4cc4-8c15-9df8ca8b9300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/579dbd71-d469-4af0-d145-21a4a4887800/public,remove,High-confidence visual match from audit.
