feature_id,area,route_or_surface,user_story,expected_behavior,primary_evidence,existing_test_evidence,feature_status,test_coverage_status,inventory_notes,testing_loop_status,last_test_command,last_test_result,observed_errors,source_worker,tracker_updated
hosted-stripe-event-reconciliation,billing backend,HostedStripeEvent reconciler,"As a member, billing changes from Stripe eventually update hosted access.","Due events are claimed in Stripe-created order, live Stripe event state is fetched, supported checkout, subscription, schedule, invoice, refund, and dispute events are processed transactionally, welcome/signup side effects run best-effort, failures persist sanitized retry or poisoned state.","apps/web/src/lib/hosted-onboarding/stripe-event-reconciliation.ts:81-155,230-315,487-582","apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts:169,194,263,494,581,723,762",inventoried,covered,Unknown event types complete as no-op.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
biomarker-browse-private-values,biomarkers,/biomarkers browse cards,As a user browsing biomarkers I can see a compact latest private value when available.,"Browse cards link to biomarker pages, show category/title/summary, display latest private value and unit when a ready metric selection exists, show Syncing only for pending device imports with no value, and otherwise show an empty placeholder.","apps/web/app/(dashboard)/biomarkers/biomarkers-page-client.tsx:40-52, apps/web/app/(dashboard)/biomarkers/biomarkers-page-client.tsx:65-150, apps/web/app/(dashboard)/biomarkers/biomarkers-page-client.tsx:155-194, apps/web/src/components/biomarkers/biomarker-browse-card.tsx:26-89","apps/web/test/biomarker-browse-card.test.ts:44-144, apps/web/test/biomarker-browse-card.test.ts:146-235",inventoried,covered,Route is adjacent to the requested detail scope but the component and directly coupled tests are in scope.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
biomarker-detail-shell-overview,biomarkers,/biomarkers/[biomarkerId],"As a user I can open a biomarker page with canonical routing, summary, about cards, private trend slot, and ranked experiments.","The layout statically publishes generated biomarker routes, 404s unsupported pages, preserves subpath-specific alias redirects in leaf pages, renders header with category and unit, All biomarkers link, three about cards, private trend card, and overview content.","apps/web/app/(dashboard)/biomarkers/[biomarkerId]/layout.tsx:10-37, apps/web/app/(dashboard)/biomarkers/[biomarkerId]/page.tsx:8-46, apps/web/app/(dashboard)/biomarkers/[biomarkerId]/biomarker-layout-client.tsx:11-50, apps/web/src/components/biomarkers/biomarker-detail/biomarker-overview.tsx:11-75","apps/web/test/health-commons-biomarker-detail-page.test.ts:79-197, apps/web/test/health-commons-biomarker-detail-page.test.ts:290-419",inventoried,covered,Published generated routes are limited to supported non-hidden biomarkers.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
biomarker-experiment-rankings,biomarkers,Biomarker overview experiment rankings,As a user I can see which experiments are most relevant to a biomarker.,"Overview splits protocol rankings into two hero cards, up to three standard cards, and remaining dense rows; cards link to protocol pages and show category, mechanism, expected change, duration, burden, evidence, caution, and fit.","apps/web/src/components/biomarkers/biomarker-detail/biomarker-overview.tsx:23-72, apps/web/src/components/biomarkers/biomarker-detail/biomarker-experiment-card-hero.tsx:12-84, apps/web/src/components/biomarkers/biomarker-detail/biomarker-experiment-card.tsx:12-99, apps/web/src/components/biomarkers/biomarker-detail/biomarker-experiment-row.tsx:14-102","apps/web/test/health-commons-biomarker-detail-page.test.ts:421-455, apps/web/test/biomarker-private-trend-card.test.ts:76-95",inventoried,covered,Ranking tests assert expected ordering and omit internal rank scores.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
biomarker-private-trend-card,biomarkers,Biomarker detail private trend card,As a user I can see my private biomarker trend when BrowserVault has usable data.,"The card shows loading, empty, unsupported, insufficient-data, pending-import, error with retry, or ready chart states; ready state renders latest value, 7-day average, 30-day comparison, chart, source/date baseline copy, and context metrics while avoiding demo fallback values.","apps/web/src/components/biomarkers/biomarker-detail/biomarker-private-trend-card.tsx:73-180, apps/web/src/components/biomarkers/biomarker-detail/biomarker-private-trend-card.tsx:256-371, apps/web/src/components/biomarkers/biomarker-detail/biomarker-private-trend-card.tsx:374-420","apps/web/test/biomarker-private-trend-card.test.ts:33-124, apps/web/test/biomarker-private-trend-card.test.ts:126-235, apps/web/test/biomarker-private-trend-card.test.ts:399-535",inventoried,covered,Tests assert no mocked private values are displayed when BrowserVault is unavailable.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
biomarker-research-page,biomarkers,/biomarkers/[biomarkerId]/research,As a user I can read evidence and Commons memo content for a biomarker.,"The research page resolves generated research projections, redirects aliases to canonical research subpaths, 404s missing pages, renders evidence stats, claim boundaries, source highlights with external links, and filtered memo sections, or a no-notes message when empty.","apps/web/app/(dashboard)/biomarkers/[biomarkerId]/research/page.tsx:8-45, apps/web/src/components/biomarkers/biomarker-detail/biomarker-research.tsx:31-189, apps/web/src/components/biomarkers/biomarker-detail/biomarker-research.tsx:191-228, apps/web/src/components/biomarkers/biomarker-detail/biomarker-evidence-row.tsx:11-44","apps/web/test/health-commons-biomarker-detail-page.test.ts:185-197, apps/web/test/health-commons-biomarker-detail-page.test.ts:199-205",inventoried,partial,Alias routing and content presence are tested; the BiomarkerResearch component has limited direct render coverage.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
biomarkers-device-onboarding,biomarkers,`/biomarkers` onboarding,"As a biomarker browser without connected data, I can see device and lab onboarding prompts.",Biomarkers page resolves home device-step visibility and can render onboarding steps with experiment step hidden plus upload labs action.,apps/web/app/(dashboard)/biomarkers/page.tsx:40-54; apps/web/app/(dashboard)/biomarkers/biomarkers-page-client.tsx:102-108,apps/web/test/browser-vault-onboarding-steps.test.tsx:139-177; apps/web/test/device-sync-home-onboarding.test.ts:32-114,inventoried,partial,The shared pieces are covered; positive rendering through `/biomarkers` is not directly asserted.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-onboarding-steps.test.tsx apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-connect-complete-page.test.ts apps/web/test/device-sync-home-onboarding.test.ts apps/web/test/sidebar-chat-action.test.tsx apps/web/test/sidebar-chat-contact-dialog.test.tsx,passed tracker-referenced focused tests on 2026-06-21,,02-dashboard-read-surfaces,2026-06-21
biomarkers-library-browse,biomarkers,`/biomarkers`,"As a user, I can browse the published biomarker library.","Page loads generated biomarker index, filters to published non-hidden entries, sorts by title, renders count, category filter, cards, and empty-category alert.",apps/web/app/(dashboard)/biomarkers/page.tsx:24-38; apps/web/app/(dashboard)/biomarkers/biomarkers-page-client.tsx:65-149,apps/web/test/pitch-and-biomarkers-pages.test.tsx:141-168,inventoried,covered,Category empty alert is present but not separately asserted.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,02-dashboard-read-surfaces,2026-06-21
biomarkers-private-value-overlays,biomarkers,`/biomarkers` cards,"As a signed-in user, I can see my latest private biomarker value on library cards.","Client reads browser-vault metric selections by biomarker, requires ready status and displayable value/date/label, passes value, unit, source, stale flag, and syncing flag to cards.",apps/web/app/(dashboard)/biomarkers/biomarkers-page-client.tsx:137-175,apps/web/test/pitch-and-biomarkers-pages.test.tsx:170-194,inventoried,partial,Syncing text is tested; actual private value rendering is not directly covered in scoped tests.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,02-dashboard-read-surfaces,2026-06-21
browser-vault-experiment-run-projection,browser-vault,Private experiment run projection,As a user I can have BrowserVault experiment results mapped into the public experiment UI.,"The resolver matches runs by protocol keys, route ids, slugs, aliases, and commons protocol refs; it maps status, day, completion, timeline, signals, trends, expected ranges, schedule cells, context, next steps, summaries, and finished-run conclusions.","apps/web/src/lib/browser-vault/experiment-run.ts:39-145, apps/web/src/lib/browser-vault/experiment-run.ts:146-365, apps/web/src/lib/browser-vault/experiment-run.ts:416-560, apps/web/src/lib/browser-vault/experiment-run.ts:702-855, apps/web/src/lib/browser-vault/experiment-run.ts:926-1011","apps/web/test/experiment-detail-private-run.test.tsx:75-220, apps/web/test/experiment-detail-private-run.test.tsx:378-560, apps/web/test/experiment-detail-private-run.test.tsx:751-915",inventoried,covered,"Tests include alias matching, title-collision avoidance, real metric trends, schedules, and context notes.",passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
browser-vault-provider-replica-state,browser-vault,BrowserVaultProvider,"As a signed-in user I can load, refresh, and consume private browser-vault data without exposing it when signed out.","Anonymous users receive an empty context; authenticated loads track loading, ready, empty, error, freshness, refreshPending, deviceSyncImportPending, workspaceVersion, and replica refs; not_modified requires an existing client; refresh polling is bounded and in-flight loads are reused or aborted.","apps/web/src/lib/browser-vault/context.tsx:64-135, apps/web/src/lib/browser-vault/context.tsx:137-285, apps/web/src/lib/browser-vault/loader.ts:55-195","apps/web/test/browser-vault-context.test.tsx:49-365, apps/web/test/browser-vault-loader.test.ts:12-180",inventoried,covered,"Provider-level tests cover anonymous handling, pending refresh polling, selector gating, and aborts.",passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,03-experiments-commons-detail,2026-06-21
